CREDIT_UTILIZATION_RATIO,AGE,BANK_TENURE,MONTHLY_INCOME
68.75789198245499,65.78,24.92,131000.78
119.49489533210831,59.55,8.71,579999.55
0.7861862082455784,58.5,25.81,49997.5
38.28788696658342,50.8,13.98,2191011.14
20.22693183358332,27.67,1.0,251848.62
3.902613709273544,46.61,13.75,682641.99
175.49228392123456,67.33,28.64,164028.86
-0.0893210213507129,66.7,8.67,13536.52
5.408342821654073,46.28,1.0,49999.28
9.258995337829235,36.63,15.35,52539.9
-0.5107574440589833,28.84,1.0,102995.51
2.465267583798179,32.63,7.58,107660.93
17.380651046326832,30.24,7.21,123082.94
27.274375731393373,36.66,1.0,570148.81
7.274088077330469,60.38,20.8,291127.19
12.254606922761532,34.09,8.61,292407.92
1.443104378605521,41.43,1.0,111581.68
3.2872796569795137,26.3,1.98,53096.81
-0.0002444450419767,32.7,7.98,21582.74
0.0006230730408525,55.56,17.58,299999.56
-0.0004400019360085,38.59,1.63,69999.59
102.80186971780232,36.23,10.48,710703.43
0.0015249767441046,27.92,1.76,19998.92
20.687420136175376,28.76,1.0,62665.27
-0.0002727280165309,33.09,11.35,364436.45
0.0002629993083118,64.76,8.1,17123.13
100.40318354031872,42.33,15.01,31950.22
-0.0001602376454846,57.14,19.14,4156923.61
15.13288696287252,25.55,1.0,225180.29
17.608801688082412,59.89,10.78,20415.39
-0.0014285918370262,45.55,22.33,60062.13
57.95105079873504,35.26,1.0,109387.26
41.64848019467215,33.53,14.06,487843.27
-0.0011158019236846,32.52,1.0,198088.77
71.45101385238908,34.51,11.25,56844.5
16.919612578746055,59.2,1.0,41614.59
57.85116320897552,43.29,12.13,60940.47
75.86493564095585,31.06,1.0,99552.19
-0.0005818215669618,38.47,8.9,34088.13
3.0993030993030994,41.05,0.87,44999.05
69.38633364422057,45.02,14.38,97371.99
22.196311879650487,30.7,11.45,26632.97
237.60854563092707,29.16,10.0,9998.16
78.07472209805097,36.13,8.39,31271.44
100.0561289124389,47.21,15.28,328149.23
96.3624513396396,34.77,13.55,55578.11
50.73638884896886,24.41,1.0,82926.66
261.2107641343232,27.09,1.0,185901.97
-7.12788768025537e-05,47.39,20.34,50000.39
-0.0010000015517265,35.99,24.03,0.31
85.18890509904905,28.63,1.0,81064.26
108.31193138625162,56.0,1.0,48363.48
33.143895697059406,42.38,1.0,64266.93
1.8881115316153047e-05,45.71,20.54,30000.71
2.897669536372874,47.42,17.08,314388.23
6.547156986221664,36.99,14.67,24998.99
-0.0051502652386597,32.59,1.0,60000.59
49.9154221955325,48.76,7.22,306240.43
-0.0006541709460349,31.08,9.91,135930.47
-1.1164618116281808,59.35,8.94,29166.94
145.56802325808147,31.49,7.51,91644.93
0.2449987758261201,80.29,29.6,366440.84
16.70664241169884,38.04,8.45,95575.67
-9.27585062309817,28.45,0.82,23999.45
-0.0024232015941343,60.12,18.59,10001.12
-0.0025750663079574,25.08,1.85,37277.94
218.1611817934181,30.67,1.0,128352.25
122.71939169845348,54.8,13.82,58121.13
8.978023857561247,30.52,11.39,282622.99
94.30005259373657,33.64,12.97,164101.43
42.34631546794896,42.22,1.0,66053.55
32.21492627876576,38.06,12.05,149998.06
12.847130877052091,36.94,7.47,42460.77
86.44082213478717,37.92,1.0,30001.92
10.442257990335955,46.09,23.5,250001.09
67.27605107404237,29.42,1.0,32245.07
30.77238395361377,29.57,7.64,143251.51
107.64889792063988,27.12,1.0,49998.12
10.5955544818223,54.99,16.29,526999.31
0.0006499957750274,62.89,21.29,39996.89
218.48610458569905,29.82,8.51,59320.32
74.4596253282275,51.78,13.45,200001.78
8.797802855719826,25.44,1.0,10005.72
6.725656102438284,40.69,10.61,171964.59
86.7586169973651,39.98,1.8,64999.98
-0.002426691257138,38.27,10.72,16372.61
0.3854631084670838,57.32,1.0,29999.32
124.16114377243306,27.21,8.52,78942.69
42.52568734096314,55.93,12.05,252613.27
12.315434236575678,41.78,10.37,82649.24
-0.003851212142425,29.26,7.74,109300.57
108.56410522143554,26.77,1.0,34143.99
15.37274494302375,28.76,8.23,42194.84
23.690243451217253,57.86,27.2,90000.86
0.0015538220098426,46.27,1.0,17883.7
0.0002181813421497,30.09,1.0,34079.34
36.28111822185616,45.81,1.0,31244.79
0.5864697666834199,68.72,28.54,99998.72
-0.0004197097907527,54.95,16.61,69997.95
-1.4367818156295676e-05,32.24,10.44,807667.04
89.91104043929913,49.54,7.99,9999.54
0.0023832765319093,39.38,10.04,18566.09
26.79057152009472,33.37,16.22,55111.07
21.82592872073054,42.9,16.87,182006.42
-0.004099959911503,52.98,15.86,175001.98
50.771714067384046,29.4,1.12,25000.4
69.51529058919637,29.54,1.0,66163.47
-0.2838727896311434,43.88,9.22,44998.88
0.0013845962132832,64.3,8.38,21239.84
-0.0035757944172758,66.06,13.66,29583.06
59.70092771084337,36.64,1.0,16613.64
12.55219051847526,39.5,14.56,855528.22
12.430669249232432,49.78,13.54,95837.89
0.0002379993859615,43.2,12.49,249000.2
37.35387099028672,34.45,9.89,27643.62
13.148457652070295,45.62,1.0,388431.74
53.51417463695842,35.16,1.0,44407.03
70.52599921691684,43.26,9.27,379167.93
-0.0003760014137653,32.67,1.0,162499.67
88.03781656302323,27.55,7.09,139853.04
61.05056553800925,43.67,18.53,66516.51
91.7876368727188,48.69,1.0,18000.69
3.0341820578465595,39.88,10.86,86748.62
71.55408793139813,35.13,1.0,35663.41
11.555650991482356,32.05,14.83,76721.09
-0.0001840003385606,56.87,22.98,199998.87
10.106598489400636,59.74,16.8,184049.74
31.777464152120743,41.35,8.38,50000.35
62.70198021152385,34.51,1.0,108845.61
78.80143419897057,40.72,1.0,174206.49
45.06703243448743,28.15,1.0,88080.42
0.7804347044783906,46.59,21.19,239735.33
-0.0002500006250015,45.74,10.23,8000.74
-0.0008571458938883,40.88,10.22,29998.88
0.2312084570741272,28.27,1.0,83551.61
-0.0003333344444481,35.05,1.0,4999.05
-0.0013200106480858,71.51,26.84,60000.51
215.864741742608,27.98,1.0,273531.16
0.0001933329595562,41.59,1.0,92575.02
7.1240594002383695,56.27,15.6,71998.09
86.82201291026215,39.98,1.0,41190.71
57.87081076985628,37.51,8.6,87430.31
0.3335252546104994,27.93,8.28,100118.64
48.71741720169871,27.66,1.0,99998.66
-0.000645934559652,40.65,13.12,99810.26
13.137767275744409,47.82,19.4,20000.82
5.950657107287934,38.08,9.5,2893589.76
22.114335318204365,53.99,0.44,29998.99
190.91673448277723,66.98,10.22,140356.84
46.79712612525437,41.12,8.43,19230.12
60.789996793984336,41.36,7.72,56471.47
47.783850968000536,59.73,1.0,70000.73
24.83239300644586,37.35,1.0,45461.87
52.79090348862936,45.07,1.0,32308.07
77.6681994604484,34.37,9.7,171284.94
89.84030910426215,27.36,8.17,63455.96
0.0002230041975258,51.91,24.01,1117317.89
0.0026443745154294,42.16,10.87,54432.85
5.161893148621814,46.17,7.48,30943.37
1.7834986691221872,64.21,28.52,116788.33
172.5196913502493,33.28,10.91,641220.14
-0.118766602334757,52.26,13.2,299999.26
1.8186013205216307,35.73,0.77,116403.37
74.92055679919733,31.7,1.0,56666.36
108.14169162648255,42.97,12.55,72068.04
97.79577100017266,28.54,9.45,95844.31
1.4665947448850531,36.88,23.99,49998.88
26.902728590432503,29.82,8.32,113756.3
56.79254933969096,25.25,23.51,359010.59
12.091538109468807,29.59,1.34,32499.59
44.47951248299475,33.58,1.0,126139.92
118.59280942586068,28.52,1.0,54151.6
1.4422200940011327,52.5,24.22,1039277.98
69.47605328373496,65.75,19.2,309024.02
-2.084388657290149,35.99,25.52,1.51
128.63545847669732,48.3,10.37,38443.21
16.955236271642722,29.37,8.37,24424.71
-0.0121333297382726,45.12,11.46,87337.88
111.2305971503598,25.83,1.0,91314.03
1.2724481394585827,28.7,9.24,38130.91
84.0581861629633,46.72,10.27,513216.22
9.64094113300452,52.65,19.06,30875.65
86.30963171788748,36.55,14.18,41668.21
0.0372476396786487,78.59,27.92,15001.59
-2.00000040000008e-05,28.58,0.25,99999.58
-0.0001923080621308,33.43,11.24,72001.39
138.4203358276008,39.03,8.56,167925.34
0.0014922846192916,40.08,14.21,60000.08
287.013529875848,30.22,1.0,99999.22
0.0002666659555574,28.03,7.87,31199.03
0.0020908653728149,29.04,1.0,164808.91
-0.0507666733561159,47.24,21.16,265825.52
4.564566001742928,32.76,10.32,112082.44
42.05169917131677,32.66,14.84,191688.74
26.18173913333337,36.66,1.0,570148.81
-0.0039668240173526,29.41,1.89,15001.41
0.0029749114963829,25.51,1.0,74098.8
-0.0005166693361249,26.97,1.0,22205.53
-0.0001414531915427,70.57,25.26,100000.57
0.0007238042848451,55.71,24.2,467900.98
15.213884786115214,54.71,16.44,158146.99
4.35302386935455,31.62,10.77,335785.21
40.77551917347911,44.56,18.27,56952.96
4.288332695832476,29.54,9.34,174449.06
34.811529563932545,33.27,1.0,573840.92
70.61346864022097,29.74,1.0,50098.69
3.831711161346992,31.45,8.73,100539.44
3.11264987739808,77.6,25.9,160000.6
14.836817724970794,70.0,14.92,581376.55
64.72921057330522,58.95,8.45,136667.61
0.0008695576560203,41.8,13.01,225014.95
125.6025404605502,35.09,0.93,272604.09
88.06620820473906,47.25,21.34,40000.25
7.917756789159385,37.56,1.66,85714.56
17.22533185908699,43.49,21.78,199411.49
33.89072394409265,47.55,13.62,185006.96
-8.974367028278096e-05,47.29,19.94,1132991.86
0.8829768793534045,63.11,17.87,99999.11
23.855402744441367,49.03,22.44,86630.43
0.0008434711463738,42.22,21.42,74957.13
15.187465132126531,37.38,14.33,70417.04
-0.0053873869979447,26.56,1.0,20000.56
18.432586719075,39.23,12.31,62598.89
6.947212219265785,52.11,22.09,1746643.16
23.06351382475703,29.54,8.8,48739.37
10.874552940772247,37.65,11.16,64409.5
64.01130736613366,39.08,7.49,39999.08
29.83864587262882,41.46,11.96,383045.14
1.0296592339082902,32.52,7.18,55001.52
-0.0068592285197536,37.43,11.84,8001.43
75.86493690337998,37.05,8.45,157780.9
0.0016666388893518,32.42,8.37,112835.62
-4.73933671750411e-06,36.98,0.69,70332.98
-0.3159507056232425,27.02,7.57,10001.02
52.53766398356606,31.44,1.0,68379.52
-0.0007625058141068,33.34,1.87,42333.34
16.852718233016738,55.89,23.98,40000.89
27.4620149678206,54.65,11.28,153852.99
88.72841994522827,26.91,1.0,186842.2
44.17608166039,31.68,8.45,40099.76
70.42237143188282,32.07,1.0,60990.51
38.61860589644158,57.61,1.0,80000.61
1.5162019182115432,54.27,18.29,1706081.83
-0.0006764730255278,32.28,9.86,16107.77
-0.0001812226480711,50.19,13.16,58106.87
21.737732622673768,31.37,1.0,774.47
12.06811270976079,41.43,1.0,78289.32
162.18990365985522,40.83,7.88,821163.03
0.0006466624849159,31.35,1.0,19998.35
-0.037920043987251,65.99,26.23,32998.99
11.414727769554531,49.58,1.0,74789.88
0.0008272658835276,31.85,1.0,75997.87
11.588493234298271,38.27,17.01,82332.22
44.311445209190055,48.98,11.17,53124.82
15.167173913043476,25.87,1.15,69213.66
42.8729393387986,51.13,7.51,389999.13
67.09241999606608,50.47,19.73,324686.23
0.0003599987040046,25.73,1.0,132035.59
0.5052324980791392,42.22,21.42,74957.13
0.006758661920584,52.41,25.74,111347.84
38.0603462672382,42.47,1.0,138206.22
4.20366790604874,44.07,9.7,104592.9
-0.00591460848292,26.16,1.0,65766.49
46.326694844167,72.4,22.09,19999.4
101.94005125229728,28.81,1.16,25412.5
47.6093035106761,35.27,1.0,30000.27
0.0045997884097331,43.93,1.47,51752.06
84.7013862377097,48.86,11.74,220249.66
0.0019999600007999,46.27,1.0,7001.27
8.410585680770494,60.39,18.34,105841.85
0.1812449136673876,31.15,1.0,74967.12
-0.0753305712123888,73.09,7.94,100000.09
-0.0001440002073602,28.58,0.25,99999.58
285.8601552475032,30.98,1.0,100981.98
-0.0147221371609852,48.37,1.0,400001.37
107.09083368626943,47.27,13.63,91589.96
94.7113403098788,41.24,1.55,1560265.35
1.1486007971564456,30.37,10.85,47214.36
-0.0041999300011666,30.73,1.0,27615.66
37.10410949863896,25.3,1.0,33978.44
0.0004733310928994,83.68,27.56,19999.68
34.23140871624342,39.68,9.46,82507.76
-0.0002820520775827,63.39,12.67,66667.06
86.07816083965855,31.3,10.18,157545.13
68.47397200633355,35.34,15.42,45834.68
-2.5657572502857144,71.44,26.76,84.77
0.0001269700664565,49.47,14.96,64415.88
6.547833207791859,56.73,1.0,249997.73
5.353001304109831,59.73,20.19,2148653.98
-0.008600739663611,46.33,9.97,23870.9
-0.0289498417408651,30.67,10.23,50000.67
56.01849746725711,35.48,9.67,67808.09
-0.2014813096285125,62.52,14.38,58605.55
53.152800724738405,48.24,25.37,6448322.21
49.38300310702525,39.56,13.02,145192.92
0.0007470532426022,31.02,7.87,29604.26
-0.0016500272254492,28.94,1.25,13333.94
37.33566478022327,26.35,1.0,70000.35
98.69303359245065,24.79,1.34,24999.79
0.5281951447204846,31.79,7.49,86503.32
-0.4074584640072376,43.59,1.0,21573.41
3.091143487725916,68.0,28.31,650000.0
22.29698667554297,47.2,23.32,438643.85
98.78983902612666,45.12,11.81,9998.12
7.62787681685578,53.5,23.6,50000.5
1.3567077947142796,47.61,1.0,41665.61
21.37426805052967,30.76,7.92,87348.42
0.0018083006332302,46.21,11.92,49999.21
49.0509463336272,42.65,13.39,1.65
10.71656782490904,54.96,23.06,4837822.95
147.1049378841975,70.12,1.0,139500.12
-0.0006485246261278,46.02,20.18,19999.02
-0.0017384917614721,47.33,16.06,40000.33
34.30784626020775,29.28,1.0,64955.06
-6.44444859753354e-05,65.0,23.48,3369371.88
-0.0003466678684486,29.78,19.26,10000.78
2.1569184610776246,51.82,12.85,37499.82
68.91431850486912,43.09,15.45,1388309.1
-0.0035601267405119,39.06,1.0,38997.32
25.63947688864452,39.75,8.98,78793.11
0.4585806198549251,50.1,23.26,1328203.01
0.0005066640995685,41.45,1.0,60001.45
42.26647904535128,29.59,1.0,62175.71
302.9525554130183,57.01,26.34,36525.85
-5.985555698268633e-05,42.19,23.57,243411.66
41.53216374918814,47.21,9.99,20416.61
28.010100705178115,49.01,13.07,135422.39
7.590493416800825,53.23,20.18,10100128.37
16.32684744553403,32.79,1.0,43579.35
18.08621388667321,71.34,22.28,249999.34
59.29193138610195,34.1,13.61,145472.64
3.547513082860915,25.47,8.46,108905.73
155.56104601370592,41.32,9.48,232499.32
0.0002833325305578,47.09,1.0,10328.7
0.9147086123620242,26.98,1.0,60000.98
29.090717433440688,29.36,8.57,70915.27
2.621742428616007,33.67,15.29,5818686.84
-0.2259037926710451,71.21,28.31,714777.07
48.06172015430038,30.87,7.25,148050.18
0.0001499997750003,48.48,8.35,41148.59
48.21577771966175,47.9,17.77,299999.9
154.67150363372966,49.53,23.62,119228.35
3.459747193625798,25.5,1.0,9999.5
79.73832610473177,67.29,18.29,174999.29
0.0006499957750274,57.82,21.85,100000.82
8.571421224496093e-05,31.69,1.0,21151.97
8.152687134772904,33.73,1.0,19499.73
88.2440412078143,37.11,10.27,450378.75
53.01000935077177,32.69,10.84,176400.38
52.36161183315823,37.11,9.94,169280.86
14.890171912137529,46.45,1.0,20000.45
128.56725117689967,33.4,7.56,96000.4
17.73239790891212,43.28,16.35,250001.28
15.77131313185184,52.69,1.35,43343.99
50.80289222186739,47.49,15.83,135504.07
50.88116082241677,47.85,16.92,9999.85
141.17358368566235,26.28,8.03,223943.15
63.05344458016686,37.64,14.29,133122.44
43.10688769359095,29.82,10.8,118682.77
4.607853373417488,33.16,1.0,122136.23
6.107252291470863,32.79,10.58,166539.83
0.00066999551103,55.41,8.18,69709.41
12.49968406858409,43.56,21.39,370529.69
63.198328879604894,52.13,19.35,189170.78
58.14779302463218,31.23,7.36,84494.65
0.2657606378255308,53.79,13.15,110373.65
1.2859250027468203,28.66,1.0,133148.78
-0.0005300028090148,39.21,14.34,38788.6
2.9577945844036617,41.12,13.21,40002.12
89.72812694917438,63.99,23.08,9999.99
66.96420484501614,43.09,15.45,1388309.1
-0.0012973141273184,64.0,10.22,50001.0
72.99740411817142,32.29,10.73,170263.2
11.553207043959778,29.89,1.0,70401.2
2.757381286777934,84.38,24.76,447582.92
96.92164347231648,38.58,11.3,110625.08
-0.0004461558366952,29.93,1.0,20480.22
1.6714022403933104,51.74,25.14,1349203.8
9.218605093418196,66.89,18.33,261398.94
-2.5862570416590205,40.35,12.82,16480.43
4.911088243020522,52.28,14.06,98032.9
16.85311096292462,36.67,1.06,55402.51
2.5208832630133284,64.87,14.23,127000.87
11.999138033185725,54.15,7.43,23076.15
-0.8500196417354127,37.68,17.47,162500.68
2.561602417371036,30.89,1.0,86355.13
29.929429617088925,41.23,8.31,91613.1
5.49336346059238,58.88,9.96,325000.88
14.551636927714696,26.73,1.0,90112.06
-8.67560793732772,35.51,1.0,108332.84
90.32226832940398,40.71,17.56,109282.0
49.44430131545048,27.44,1.0,83492.71
30.46760401550934,35.75,12.21,19999.75
-38.46526637255619,41.28,14.25,1786814.56
50.06995041503913,26.26,1.0,26871.66
88.19114707713807,23.27,1.0,303710.88
9.448992077292097,43.15,21.08,3102421.24
36.002460086103014,29.65,10.32,90969.57
-9.840510231869027,46.1,7.4,120273.7
30.85519016648176,33.74,12.59,118502.48
-0.006867138210157,26.38,1.79,10200.48
138.96130042104758,28.54,9.45,95844.31
8.89542861028846,31.71,1.0,20425.71
85.18288597444696,45.86,1.0,69567.04
0.0112487345173667,42.41,1.0,47382.27
-0.0002803038160031,52.84,24.57,25000.84
2.262760177016217,44.2,14.74,399999.2
31.230486002508577,63.94,32.09,798812.7
1.6305102257446067,56.43,1.0,2674.47
107.27274040393948,81.52,10.0,120024.48
214.54361447612484,47.41,11.13,21905.6
92.39674123910513,30.25,8.03,130463.23
118.5610072714434,54.8,13.82,58121.13
-0.0036538489644992,51.04,22.77,9999.04
3.1791440589359654,71.07,23.41,165464.86
0.0004899975990117,31.28,10.27,227063.58
-8.100006561005315e-05,60.68,25.79,262467.01
0.1613386253507214,26.29,1.0,97956.46
4.502022995631164,51.42,21.01,2794504.77
0.0003267316057284,48.05,22.72,21888.3
59.64195243007558,26.03,0.66,30000.03
0.0003565204680574,34.16,8.67,36275.76
0.0001337577828717,42.12,14.06,86833.45
18.21529813153293,46.73,22.19,252203.88
-1.0968368657838856,60.29,14.87,672280.65
0.6735398252296415,40.25,8.14,49975.25
169.9442417733005,32.96,7.91,60131.19
90.23111764814485,70.95,10.47,14999.95
1.5825252437868649,65.11,24.21,104557.78
-0.0007666725444895,29.42,9.11,182178.96
284.9122244803504,47.01,19.87,242190.38
-0.7523525601209807,36.15,7.44,189339.44
14.516457494560605,32.49,11.68,90483.61
52.9976353839206,40.32,21.49,1306473.61
-0.0003484264108558,71.42,21.04,112887.33
0.0002133328782231,32.79,11.3,245931.34
-0.000233333877779,34.01,8.95,33892.81
41.78912437729633,43.41,7.49,107565.81
-0.0007100050410357,51.47,15.32,10000.47
0.0002446802523781,46.48,22.65,350001.48
0.9892266838879858,75.01,17.98,1291175.81
167.57549331543373,50.6,12.82,252502.6
41.98253352922352,26.92,1.0,27968.07
6.272386590187227,44.89,12.46,346552.97
5.492897743844428,40.95,19.21,239024.22
124.91535399209062,32.38,7.2,121433.84
2.535482910340741,47.13,24.68,493146.73
184.29645672147416,39.42,17.27,387806.05
-9.999876668187758e-05,25.44,1.0,23401.4
32.18343387086981,27.89,1.0,44998.89
23.10256332563932,28.77,7.55,19999.77
60.74812837192519,36.55,14.18,41668.21
-0.0007333387111505,29.45,1.0,87689.86
39.1569885533224,42.34,14.84,25623.82
54.26530956403713,49.05,15.35,68919.1
-2.424900426633044,64.64,25.85,93889.57
13.772452694590015,45.4,24.52,54320.61
1.4330418710262316,57.44,30.87,325187.48
7.117530384812028,44.05,17.4,1977200.66
172.97212777949488,52.69,12.86,138818.05
42.2386711006864,24.58,1.0,36125.93
3.157430948697947,27.97,1.0,102650.65
-0.0013454726481774,47.73,11.76,14145.16
0.0014615171009039,29.93,1.0,20480.22
55.50230684417436,31.81,8.18,91367.21
47.21796284606908,39.45,13.01,15394.13
105.45998283110288,35.64,1.0,51669.64
48.4286587202933,24.02,1.0,82596.99
26.9416691821055,74.73,30.46,2544558.65
98.7160261480737,31.17,10.46,18665.15
55.12618011209886,32.82,7.89,73924.38
21.52979315851817,34.48,11.07,1500001.48
11.75871412651265,39.93,9.9,184166.6
2.5094932899354365,30.53,1.0,80159.6
110.06555155424944,28.81,1.16,25412.5
57.0108874578086,39.62,1.0,55761.28
39.31406372976282,30.9,12.19,50509.28
53.534522257556006,26.11,0.82,13337.75
38.45749557320924,27.12,1.0,67277.48
0.0037331939607587,54.13,15.28,100000000.13
18.79609735871708,41.41,20.27,114096.25
105.55966576242116,41.88,1.0,10834.21
42.782590592808575,61.42,8.47,248526.22
23.192659734984304,52.42,14.76,436218.17
88.39019103035616,35.44,1.0,50905.98
3.0909437193587563,36.7,7.11,250000.7
52.68046263370088,45.47,23.59,383821.61
0.0013399820442406,44.72,12.34,33688.76
5.042014264530624e-05,34.3,13.12,19997.3
6.358524959401289,65.34,24.74,250000.34
36.99095654243544,32.72,7.12,93654.67
-0.0040001600064002,29.75,7.16,29999.75
32.82513129567257,26.03,1.0,33803.69
7.426082388265552,39.0,12.0,36085.49
223.8283659623258,37.12,11.76,417090.07
98.52190395706008,44.02,10.82,2544577.16
236.48710558910167,37.12,11.76,417090.07
4.655025091070324,35.56,13.41,249997.56
95.41109359461085,44.12,1.0,52914.93
-0.0003668631889653,40.46,14.77,19999.46
48.59696977070779,41.24,1.0,35000.24
0.8032939493162087,65.7,16.66,163719.59
5.071562165530044,52.43,11.23,25000.43
97.31965571952796,56.11,21.21,342524.78
3.3333322222225906e-05,25.86,1.0,32841.37
5.860753113975088,31.02,8.45,76057.78
0.001639973104441,37.3,12.99,30344.03
1.4743530281645312,31.49,1.0,41668.16
1.841208749957396,37.38,12.52,194011.55
4.34842418246155,66.4,31.55,172694.78
-0.001746697175644,33.14,0.7,42857.14
0.0010133230649929,44.4,7.92,49999.4
38.66817943894472,43.34,24.74,15000.34
2.894028565471617,40.53,8.28,66666.19
89.89222934790581,43.25,21.81,267146.0
49.40530005936244,29.71,7.5,15000.71
1.2550806996566823,62.57,22.93,287998.57
17.53494238670057,60.07,18.57,676547.15
205.29425822862305,66.02,19.39,59999.02
2.6945015061629896,43.34,12.77,119999.34
-0.0001058824401384,38.6,8.78,49998.6
221.7681454156976,36.6,17.22,99999.6
40.39294435210912,61.41,23.51,53553.83
70.34722760420703,39.48,1.0,20001.48
180.4604213547862,43.19,1.0,3572201.68
116.89679206150312,37.5,9.69,126355.36
0.1409751716219481,59.63,11.71,171606.09
7.590769405948857,31.53,13.17,173376.23
13.079377822037738,42.45,10.97,1797597.3
25.625182916544727,33.41,1.0,35999.41
0.0111487569136041,39.57,1.0,10002.57
5.270937335624243,34.46,12.25,754002.34
1.571300786314883,41.12,16.5,129999.12
41.89664830400213,39.96,7.69,1294708.6
54.43464007165913,32.46,1.33,67084.3
1.039377304964539,33.84,13.51,3129874.88
-0.0001777780938277,25.76,1.0,49999.76
51.37730879107642,52.05,1.0,27782.73
-0.0072003144137294,55.98,10.88,57289.38
76.26431100206948,49.58,11.6,150000.58
36.70076775427875,59.58,27.89,9263256.43
-0.0118306345435451,29.1,7.33,53684.58
89.51999036831917,48.62,1.0,65712.9
1.37672280164675,45.76,13.95,427006.2
-0.000216000466561,53.83,15.44,5252939.06
15.31858534176316,33.26,1.0,86999.26
-0.0019559206084471,36.94,1.0,49593.97
63.766482541436375,34.19,1.0,530559.88
4.486676133789407,32.39,10.79,408222.46
79.50535878447903,57.18,20.51,276666.66
30.450987267983027,75.21,31.35,345072.64
-0.0006170250837717,29.26,7.74,109300.57
75.24482885123297,37.05,7.94,90093.26
-0.0013666853446997,33.73,1.0,19499.73
15.752059700410449,34.53,12.82,20000.53
38.98327958480336,33.29,12.39,89234.99
30.553717974017307,30.81,12.54,129905.11
254.0274221878668,30.76,7.37,168671.75
28.49206435714208,45.71,12.63,50773.8
15.088856704293754,33.59,1.0,98659.61
5.6498300279504265,56.87,22.28,29999.87
33.17878741665396,44.06,12.43,212197.6
101.51150920381689,45.84,13.03,221528.56
35.043480958685336,39.38,16.08,49999.38
17.887594928451836,36.12,1.0,37843.8
19.81587889522397,38.47,17.02,200002.47
-2.424329329733977,64.64,25.85,93889.57
48.24115810408742,26.84,1.0,75819.37
-0.0030500930278373,31.56,1.0,9998.56
123.24861627825186,31.85,14.47,115609.09
12.32620516445152,45.26,15.23,1637779.66
9.665360393561892,33.84,11.1,116788.05
32.08445146001053,37.45,11.68,311169.3
-7.492069105169235e-05,76.86,28.17,49999.86
24.85081233284715,36.51,1.0,10442.06
6.285710334696361e-05,70.65,21.44,30000.65
157.12535287500936,52.49,18.67,197165.95
1.5345240036211691,66.76,24.16,49999.76
65.23783760178598,69.19,7.12,30768.19
36.48095401323302,55.78,23.5,179999.78
68.81128554813604,39.76,14.07,145347.81
0.0004404235921769,46.48,22.65,350001.48
128.93226189563592,27.87,1.0,81066.92
104.3504159486886,39.45,15.88,58317.54
15.614768770462458,31.28,10.5,77800.16
105.18343266143016,38.76,11.78,218919.67
